

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.005  000.005: --- NVIM STARTING ---
000.064  000.058: event init
000.122  000.059: early init
000.155  000.033: locale set
000.172  000.017: init first window
000.347  000.175: inits 1
000.353  000.006: window checked
000.356  000.003: parsing arguments
000.642  000.041  000.041: require('vim.shared')
000.699  000.020  000.020: require('vim._meta')
000.700  000.056  000.036: require('vim._editor')
000.701  000.114  000.017: require('vim._init_packages')
000.701  000.232: init lua interpreter
000.726  000.024: expanding arguments
000.755  000.030: inits 2
000.889  000.134: init highlight
000.890  000.001: waiting for UI
001.485  000.595: done waiting for UI
001.490  000.005: init screen for UI
001.554  000.064: init default mappings
001.561  000.007: init default autocommands
002.522  000.034  000.034: sourcing /usr/share/nvim/runtime/ftplugin.vim
002.700  000.014  000.014: sourcing /usr/share/nvim/runtime/indent.vim
002.741  000.007  000.007: sourcing /usr/share/nvim/archlinux.vim
002.743  000.019  000.012: sourcing /etc/xdg/nvim/sysinit.vim
003.650  000.874  000.874: require('settings')
003.838  000.004  000.004: require('vim.keymap')
003.864  000.213  000.208: require('keymaps')
004.735  000.179  000.179: require('packer.util')
004.751  000.818  000.639: require('packer')
004.911  000.159  000.159: require('packer.log')
005.244  000.122  000.122: require('packer.async')
005.499  000.096  000.096: require('packer.result')
005.502  000.257  000.161: require('packer.jobs')
005.505  000.586  000.207: require('packer.plugin_utils')
005.672  000.161  000.161: require('packer.snapshot')
006.322  000.144  000.144: require('colorizer/nvim')
006.481  000.011  000.011: require('ffi')
006.541  000.217  000.206: require('colorizer/trie')
006.617  000.797  000.436: require('colorizer')
007.317  003.452  000.931: require('plugins/packer')
007.468  000.031  000.031: require('auto-save.config')
007.493  000.023  000.023: require('auto-save.utils.data')
007.541  000.047  000.047: require('auto-save.utils.colors')
007.565  000.023  000.023: require('auto-save.utils.echo')
007.569  000.216  000.092: require('auto-save')
007.628  000.309  000.093: require('plugins/autosave')
007.947  000.084  000.084: require('ayu.colors')
007.999  000.051  000.051: require('ayu.config')
008.000  000.341  000.207: require('ayu')
008.361  000.732  000.391: require('plugins/ayu')
009.882  000.188  000.188: require('vim.lsp.log')
010.404  000.004  000.004: require('vim.F')
010.410  000.527  000.523: require('vim.lsp.protocol')
011.619  000.257  000.257: require('vim.lsp._snippet')
011.775  000.154  000.154: require('vim.highlight')
011.784  001.371  000.961: require('vim.lsp.util')
011.790  002.424  000.338: require('vim.lsp.handlers')
012.133  000.342  000.342: require('vim.lsp.rpc')
012.333  000.198  000.198: require('vim.lsp.sync')
012.724  000.389  000.389: require('vim.lsp.buf')
012.902  000.176  000.176: require('vim.lsp.diagnostic')
013.103  000.201  000.201: require('vim.lsp.codelens')
013.137  004.619  000.889: require('vim.lsp')
013.781  000.642  000.642: require('vim.diagnostic')
013.784  005.319  000.058: require('feline.providers.lsp')
013.889  000.103  000.103: require('feline.providers.vi_mode')
014.063  000.060  000.060: require('feline.utils')
014.119  000.054  000.054: require('feline.defaults')
014.123  000.227  000.113: require('feline')
014.181  000.050  000.050: require('feline.providers')
014.257  000.037  000.037: require('feline.themes.default')
014.258  000.076  000.039: require('feline.themes')
014.501  000.232  000.232: require('feline.generator')
014.507  006.144  000.138: require('plugins/feline')
014.781  000.085  000.085: require('gitsigns.async')
014.826  000.044  000.044: require('gitsigns.status')
015.161  000.094  000.094: require('gitsigns.debug')
015.282  000.119  000.119: require('gitsigns.util')
015.423  000.060  000.060: require('gitsigns.uv')
015.425  000.142  000.082: require('gitsigns.subprocess')
015.931  000.041  000.041: require('gitsigns.message')
015.959  000.317  000.276: require('gitsigns.config')
015.997  000.037  000.037: require('gitsigns.signs.base')
015.999  000.396  000.043: require('gitsigns.signs')
016.003  000.577  000.181: require('gitsigns.hunks')
016.037  001.210  000.277: require('gitsigns.git')
016.345  000.058  000.058: require('gitsigns.cache')
016.401  000.054  000.054: require('gitsigns.debounce')
016.452  000.049  000.049: require('gitsigns.diff')
016.461  000.423  000.261: require('gitsigns.manager')
016.625  000.163  000.163: require('gitsigns.highlight')
016.632  002.112  000.188: require('gitsigns')
017.993  000.173  000.173: require('trouble.config')
017.998  000.394  000.220: require('trouble.util')
018.135  000.135  000.135: require('trouble.providers.qf')
018.277  000.141  000.141: require('trouble.providers.telescope')
018.427  000.149  000.149: require('trouble.providers.lsp')
018.551  000.122  000.122: require('trouble.providers.diagnostic')
018.553  001.101  000.160: require('trouble.providers')
018.678  000.124  000.124: require('trouble.text')
018.806  000.127  000.127: require('trouble.folds')
018.811  001.536  000.185: require('trouble.renderer')
018.831  001.880  000.344: require('trouble.view')
018.965  000.133  000.133: require('trouble.colors')
019.011  002.347  000.334: require('trouble')
019.199  000.154  000.154: require('gitsigns.signs.vimfn')
020.031  000.222  000.222: require('vim.inspect')
020.067  005.558  000.722: require('plugins/gitsigns')
020.451  000.078  000.078: require('diffview.lazy')
020.532  000.381  000.303: require('diffview.actions')
020.904  000.113  000.113: require('diffview.oop')
020.912  000.207  000.094: require('diffview.events')
020.916  000.258  000.052: require('diffview.bootstrap')
021.116  000.198  000.198: require('diffview.hl')
022.035  001.501  001.045: require('diffview')
022.420  000.379  000.379: require('diffview.config')
022.872  000.450  000.450: require('diffview.utils')
024.040  003.971  001.260: require('plugins/diffview')
024.685  000.174  000.174: require('indent_blankline/utils')
024.688  000.505  000.331: require('indent_blankline')
024.758  000.716  000.211: require('plugins/indent-blankline')
025.533  000.024  000.024: require('luasnip.session')
025.539  000.274  000.251: require('luasnip.util.util')
025.656  000.115  000.115: require('luasnip.session.snippet_collection')
026.277  000.543  000.543: require('luasnip.util._builtin_vars')
026.319  000.661  000.119: require('luasnip.util.environ')
026.363  000.043  000.043: require('luasnip.util.extend_decorator')
026.611  000.026  000.026: require('luasnip.loaders._caches')
026.700  000.088  000.088: require('luasnip.util.path')
026.711  000.346  000.232: require('luasnip.loaders')
026.790  000.075  000.075: require('luasnip.util.log')
026.995  000.036  000.036: require('luasnip.util.types')
027.089  000.092  000.092: require('luasnip.util.ext_opts')
027.157  000.067  000.067: require('luasnip.extras.filetype_functions')
027.333  000.533  000.338: require('luasnip.config')
027.335  002.367  000.318: require('luasnip')
028.191  000.059  000.059: require('luasnip.nodes.util')
028.210  000.017  000.017: require('luasnip.util.events')
028.215  000.213  000.136: require('luasnip.nodes.node')
028.299  000.083  000.083: require('luasnip.nodes.insertNode')
028.332  000.032  000.032: require('luasnip.nodes.textNode')
028.391  000.057  000.057: require('luasnip.util.mark')
028.436  000.044  000.044: require('luasnip.util.pattern_tokenizer')
028.465  000.029  000.029: require('luasnip.util.dict')
028.481  001.145  000.688: require('luasnip.nodes.snippet')
028.547  000.064  000.064: require('luasnip.nodes.functionNode')
028.673  000.125  000.125: require('luasnip.nodes.choiceNode')
028.786  000.112  000.112: require('luasnip.nodes.dynamicNode')
028.875  000.087  000.087: require('luasnip.nodes.restoreNode')
028.951  000.074  000.074: require('luasnip.extras')
029.077  000.052  000.052: require('luasnip.util.str')
029.080  000.128  000.075: require('luasnip.extras.fmt')
029.134  000.026  000.026: require('luasnip.extras.conditions')
029.160  000.016  000.016: require('luasnip.extras.conditions.show')
029.163  000.070  000.028: require('luasnip.extras.conditions.expand')
029.164  000.083  000.013: require('luasnip.extras.expand_conditions')
031.019  000.057  000.057: require('luasnip.util.parser.neovim_ast')
031.512  000.059  000.059: require('luasnip.util.directed_graph')
031.516  000.683  000.567: require('luasnip.util.parser.ast_utils')
031.549  000.031  000.031: require('luasnip.util.functions')
031.552  000.825  000.111: require('luasnip.util.parser.ast_parser')
031.720  000.166  000.166: require('luasnip.util.parser.neovim_parser')
031.723  001.060  000.069: require('luasnip.util.parser')
033.541  000.180  000.180: require('luasnip.extras._lambda')
036.419  000.078  000.078: require('luasnip.loaders.util')
036.460  000.038  000.038: require('luasnip.nodes.snippetProxy')
036.464  000.245  000.129: require('luasnip.loaders.from_vscode')
045.570  000.118  000.118: require('luasnip.loaders.from_snipmate')
046.808  000.079  000.079: require('luasnip.loaders.from_lua')
047.134  022.375  016.507: require('plugins/luasnip')
047.838  000.145  000.145: require('neo-tree.log')
047.851  000.499  000.354: require('neo-tree.utils')
048.488  000.101  000.101: require('nui.object')
048.707  000.137  000.137: require('nui.utils')
048.713  000.223  000.086: require('nui.text')
048.718  000.414  000.090: require('nui.line')
048.983  000.070  000.070: require('nui.tree.util')
048.990  000.271  000.201: require('nui.tree')
049.193  000.060  000.060: require('nui.utils.buf_storage')
049.342  000.148  000.148: require('nui.utils.autocmd')
049.436  000.093  000.093: require('nui.utils.keymap')
049.641  000.107  000.107: require('nui.layout.utils')
049.644  000.206  000.099: require('nui.split.utils')
049.650  000.659  000.153: require('nui.split')
